# -b
-8.000068	41.838497
-8.001534	41.83703
-8.007108	41.832043
-8.021482	41.827056
-8.034683	41.823829
-8.047591	41.815322
-8.049351	41.813561
-8.054045	41.810628
-8.082207	41.803881
-8.091301	41.803294
-8.12885	41.805934
-8.145571	41.810628
-8.158186	41.817668
-8.160239	41.825589
-8.160239	41.849937
-8.163173	41.866072
-8.170213	41.874873
-8.174027	41.877513
-8.202775	41.885433
-8.212456	41.891887
-8.215096	41.895114
-8.21627	41.900101
-8.213923	41.915942
-8.201895	41.93677
-8.188108	41.950558
-8.182827	41.953198
-8.168746	41.968746
-8.146158	41.980187
-8.116236	42.000135
# -b
-8.668622	42.000135
-8.690624	41.984
-8.73404	41.967573
-8.743134	41.959945
-8.755455	41.93061
-8.761029	41.926503
-8.777163	41.917996
-8.813833	41.905675
-8.820286	41.902155
-8.833194	41.889247
-8.842581	41.883673
# -b
-8.883064	41.862552
-8.881598	41.861085
-8.881011	41.861085
-8.879544	41.862552
-8.879544	41.864018
-8.880131	41.864605
-8.881598	41.864605
-8.882184	41.864018
-8.882184	41.863138
-8.883064	41.862552
# -b
-8.878077	41.859031
-8.877491	41.858738
-8.876611	41.858738
-8.875437	41.859911
-8.875437	41.861672
-8.876024	41.861965
-8.876611	41.861965
-8.878077	41.860792
-8.878077	41.859031
# -b
-8.885411	42.000135
-8.885411	41.996615
-8.886291	41.995735
-8.886291	41.994268
-8.887171	41.993388
-8.887171	41.989867
-8.888051	41.988987
-8.888051	41.987521
-8.888931	41.986641
-8.888931	41.984
-8.889518	41.983414
-8.889518	41.979307
-8.890398	41.978427
-8.890398	41.967573
-8.889518	41.966692
-8.889518	41.963172
-8.888931	41.962586
-8.888931	41.960825
-8.889811	41.959945
-8.889811	41.959065
-8.888931	41.958185
-8.888931	41.956718
-8.889811	41.955838
-8.889811	41.953198
-8.888638	41.952611
-8.888638	41.940877
-8.889518	41.939997
-8.889518	41.930023
-8.888931	41.929143
-8.888931	41.925036
-8.888051	41.924156
-8.888051	41.921516
-8.887171	41.920929
-8.887171	41.918289
-8.886291	41.917409
-8.886291	41.916529
-8.885411	41.915942
-8.885411	41.915062
-8.885118	41.914475
-8.884238	41.914475
-8.879544	41.910075
-8.879544	41.908315
-8.881304	41.906555
-8.881304	41.904208
-8.880717	41.903621
-8.880131	41.903621
-8.878664	41.902448
-8.879251	41.902155
-8.881011	41.902155
-8.882184	41.900688
-8.882184	41.899808
-8.881598	41.899514
-8.881011	41.899514
-8.880424	41.899221
-8.880424	41.897461
-8.883064	41.895114
-8.883064	41.894234
-8.883944	41.893354
-8.883944	41.892474
-8.884531	41.891594
-8.884531	41.884847
-8.883944	41.883967
-8.883944	41.8825
-8.883064	41.88162
-8.883064	41.88074
-8.882184	41.87986
-8.882184	41.878393
-8.876317	41.872526
-8.876317	41.870766
-8.876024	41.870472
-8.874264	41.870472
-8.873384	41.871352
-8.871623	41.871352
-8.871037	41.871939
-8.870157	41.871939
-8.869277	41.872819
-8.868397	41.872819
-8.867517	41.873699
-8.866636	41.873699
-8.862823	41.877513
-8.862823	41.878393
-8.862236	41.87898
-8.862236	41.87986
-8.861356	41.88074
-8.861356	41.88162
-8.859303	41.883673
-8.858423	41.883673
-8.857542	41.884553
-8.855782	41.884553
-8.852555	41.888074
# -b
-8.843168	41.87986
-8.843755	41.879273
-8.843755	41.878393
-8.844635	41.877513
# -b
-8.81618	41.69622
-8.815593	41.69622
-8.813833	41.69622
-8.812659	41.69622
-8.812366	41.695926
-8.811779	41.695926
-8.810312	41.69534
-8.810019	41.695046
-8.809726	41.694753
-8.809726	41.69446
-8.809432	41.69446
-8.809432	41.693873
-8.810019	41.692699
-8.810312	41.692406
-8.810606	41.692113
-8.810899	41.691819
-8.811192	41.691526
-8.811486	41.691233
-8.811486	41.690939
-8.812073	41.690646
-8.812366	41.690646
-8.812659	41.690353
-8.812953	41.690353
-8.813246	41.690353
-8.813539	41.690059
-8.814126	41.690059
-8.814419	41.690353
-8.814713	41.690353
-8.815006	41.690059
-8.816473	41.690059
-8.817353	41.690353
-8.817646	41.690353
-8.81794	41.690353
# -b
-8.852555	41.888074
-8.852262	41.88866
-8.852262	41.88866
-8.851675	41.889247
-8.851382	41.889247
-8.851089	41.88954
-8.850795	41.88954
-8.850502	41.889834
-8.850209	41.889834
-8.849915	41.889834
-8.849622	41.88954
-8.849329	41.88954
-8.849035	41.88954
-8.848742	41.88954
-8.848448	41.88954
-8.848155	41.88954
-8.847568	41.88954
-8.847568	41.889247
-8.846982	41.889247
-8.846688	41.889247
-8.846102	41.889247
-8.845808	41.888954
-8.845515	41.88866
-8.845222	41.888367
-8.844928	41.888367
-8.844635	41.888074
-8.844342	41.88778
-8.844048	41.887487
# -b
-8.844635	41.877513
-8.844635	41.876633
-8.845515	41.875753
-8.845515	41.873992
-8.845808	41.873699
-8.846688	41.873699
-8.846982	41.873406
-8.846982	41.872526
-8.847568	41.871939
-8.848448	41.871939
-8.850795	41.869592
-8.852555	41.869592
-8.853436	41.868712
-8.859303	41.868712
-8.860183	41.869592
-8.86517	41.869592
-8.865463	41.869299
-8.865463	41.867539
-8.866343	41.866659
-8.866343	41.865779
-8.867223	41.864899
-8.867223	41.863432
-8.867517	41.862845
-8.868397	41.862845
-8.86869	41.862552
-8.86869	41.861672
-8.86957	41.860792
-8.86957	41.859911
-8.87045	41.859031
-8.87045	41.854044
-8.86957	41.853164
-8.86957	41.848177
-8.873384	41.844657
-8.874264	41.844657
-8.878077	41.840843
-8.878077	41.838203
-8.878664	41.837617
-8.878664	41.829989
-8.878077	41.829109
-8.878077	41.828229
-8.877197	41.827349
-8.877197	41.826469
-8.876317	41.825882
-8.876317	41.819135
-8.873384	41.816202
-8.872504	41.816202
-8.871623	41.815322
-8.870157	41.815322
-8.869277	41.814442
-8.868397	41.814442
-8.867223	41.813268
-8.867223	41.810041
-8.86869	41.808281
-8.86869	41.807401
-8.869277	41.807108
-8.870157	41.807108
-8.87045	41.806521
-8.87045	41.805934
-8.875144	41.801241
-8.87573	41.801241
-8.876317	41.800654
-8.876317	41.800067
-8.877197	41.799187
-8.877197	41.796547
-8.876317	41.795667
-8.876317	41.7942
-8.874557	41.79244
-8.874557	41.79068
-8.87397	41.7898
-8.87397	41.788333
-8.87309	41.787453
-8.87309	41.777479
-8.87397	41.776599
-8.87397	41.775719
-8.874557	41.774839
-8.874557	41.773372
-8.875437	41.772492
-8.875437	41.771612
-8.876317	41.770732
-8.876317	41.770145
-8.879544	41.766625
-8.879544	41.765745
-8.880424	41.764865
-8.880424	41.762518
-8.879544	41.761638
-8.879544	41.757531
-8.881304	41.755771
-8.881304	41.754891
-8.883064	41.753424
-8.883064	41.751664
-8.882184	41.750784
-8.882184	41.749024
-8.880424	41.747557
-8.880424	41.746677
-8.879544	41.745797
-8.879544	41.74345
-8.878664	41.74257
-8.878664	41.74081
-8.878077	41.73993
-8.878077	41.737583
-8.877197	41.736703
-8.877197	41.734943
-8.876317	41.734062
-8.876317	41.730836
-8.875437	41.729955
-8.875437	41.729075
-8.87133	41.724968
-8.87133	41.724088
-8.87045	41.723208
-8.87045	41.719101
-8.86957	41.718221
-8.86957	41.717635
-8.86869	41.716755
-8.86869	41.715874
-8.868103	41.714994
-8.868103	41.714114
-8.866343	41.712648
-8.866343	41.711768
-8.865463	41.710887
-8.865463	41.710007
-8.863703	41.708247
-8.863703	41.707367
-8.862236	41.7059
-8.862236	41.70502
-8.861356	41.70414
-8.861356	41.70326
-8.858423	41.700327
-8.857542	41.700327
-8.856662	41.699447
-8.855782	41.699447
-8.852849	41.696513
-8.852849	41.695633
-8.851969	41.695046
-8.851969	41.694166
-8.851382	41.693286
-8.851382	41.692406
-8.850795	41.692113
-8.849915	41.692113
-8.847568	41.689473
-8.846688	41.689473
-8.846395	41.689179
-8.846395	41.688299
-8.845808	41.688006
-8.844928	41.688006
-8.844635	41.687419
-8.844635	41.686539
-8.844342	41.686246
-8.843461	41.686246
-8.841995	41.687419
-8.841995	41.688299
-8.841701	41.688886
-8.834954	41.688593
-8.834074	41.689473
-8.833487	41.689473
-8.832607	41.690353
-8.831727	41.690353
-8.829967	41.692113
-8.82762	41.692113
-8.82674	41.692699
-8.82586	41.692993
-8.8241	41.69446
-8.823513	41.69446
-8.822633	41.69534
-8.820873	41.69534
-8.819993	41.69622
-8.81618	41.69622
# -b
-8.81794	41.690353
-8.819113	41.690353
-8.82498	41.684486
-8.82674	41.684486
-8.82762	41.683605
-8.82938	41.683605
-8.829967	41.684486
-8.832607	41.684486
-8.833487	41.685366
-8.834074	41.685366
-8.834954	41.686246
-8.838474	41.686246
-8.838768	41.685952
-8.838768	41.685072
-8.834661	41.680672
-8.834661	41.680085
-8.832021	41.677445
-8.832021	41.675685
-8.831434	41.674805
-8.831434	41.673338
-8.830554	41.672458
-8.830554	41.670698
-8.829674	41.670111
-8.829674	41.668351
-8.828794	41.667471
-8.828794	41.660724
-8.827914	41.659844
-8.827914	41.656617
-8.828794	41.655737
-8.828794	41.644883
-8.827034	41.643416
-8.827034	41.642536
-8.82674	41.641949
-8.82586	41.641949
-8.825567	41.641656
-8.825567	41.639896
-8.823807	41.638136
-8.823807	41.635789
-8.822927	41.634909
-8.822927	41.633149
-8.823807	41.632562
-8.823807	41.629922
-8.822927	41.629042
-8.822927	41.628162
-8.822047	41.627575
-8.822047	41.626695
-8.82058	41.624935
-8.82058	41.624055
-8.81882	41.622588
-8.81882	41.621708
-8.81794	41.620828
-8.81794	41.619948
-8.81618	41.618187
-8.81618	41.617307
-8.815593	41.616721
-8.815593	41.615841
-8.814713	41.614961
-8.814713	41.614081
-8.813833	41.6132
-8.813833	41.611734
-8.812953	41.610854
-8.812953	41.608213
-8.812073	41.607333
-8.812073	41.605867
-8.811192	41.604987
-8.811192	41.604106
-8.810606	41.603226
-8.810606	41.60088
-8.809726	41.599999
-8.809726	41.586505
-8.808846	41.585918
-8.808846	41.584158
-8.807966	41.583278
-8.807966	41.582398
-8.807086	41.581518
-8.807086	41.580638
-8.806205	41.580051
-8.806205	41.579171
-8.804739	41.577411
-8.804739	41.576531
-8.803859	41.575651
-8.803859	41.575064
-8.802979	41.574184
-8.802979	41.572424
-8.802099	41.571544
-8.802099	41.570077
-8.801218	41.569197
-8.801218	41.566557
-8.800338	41.565677
-8.800338	41.56333
-8.799752	41.56245
-8.799752	41.560103
-8.798872	41.559223
-8.798872	41.556583
-8.797992	41.555703
-8.797992	41.553356
-8.797111	41.552476
-8.797111	41.543382
-8.796818	41.542795
-8.795058	41.542795
-8.794178	41.541915
-8.791831	41.541915
-8.790951	41.541329
-8.790071	41.541329
-8.787137	41.538395
-8.787137	41.537515
-8.786257	41.536635
-8.786257	41.535755
-8.785377	41.534875
-8.785377	41.533408
-8.784791	41.532528
-8.784791	41.530768
-8.783617	41.529888
-8.783617	41.528421
-8.78303	41.527541
